account_id,cluster_id,n_shared_resources,within_cluster_degree,within_cluster_edge_weight_sum,creation_date_centrality,order_amount_centrality,account_risk_score
ACCe50021309c,15,3,16,2.598076923076923,1.0,0.7003035907511929,0.6886
ACC093cb965e1,15,3,16,2.632142857142857,0.9873417721518988,0.5983523394692303,0.6681
ACC8c1c30e3cb,15,2,17,1.809090909090909,1.0,0.7588462295974696,0.5911
ACC6930661d61,15,3,18,2.6869658119658117,0.36708860759493667,0.6525796582426577,0.5897
ACCeaa5474bee,15,3,19,2.5876623376623376,0.1468354430379747,0.5159857911053953,0.5265
ACCc1cae2c611,15,3,18,2.3285714285714287,0.7924050632911392,0.0,0.518
ACC8d2353b242,15,2,17,1.8376623376623376,0.7012658227848101,0.5700604905944935,0.4957
ACCc67bbb8ba6,15,1,12,0.9230769230769231,0.9898734177215189,0.415511101974007,0.3118
ACCbbffa89298,15,2,10,1.4090909090909092,0.0,0.6304159248218593,0.2284
ACCcb9f682351,17,4,23,3.5884559884559883,0.9473684210526316,0.9618783199871489,0.9354
ACCe885bbd6d4,17,4,22,3.5083333333333333,1.0,0.9129997777389626,0.9076
ACCe7fc7f3418,17,4,22,3.472222222222222,0.8157894736842105,0.9707546239765753,0.8784
ACC89ad83ade2,17,4,23,3.5884559884559883,0.8157894736842105,0.7862672788531007,0.874
ACC1698389d00,17,4,22,3.2666666666666666,0.9605263157894737,0.9016033282065985,0.8713
ACC71a8cac7b6,17,4,23,3.554365079365079,0.9210526315789473,0.6809848316959457,0.8703
ACC2ddf7ce1c7,17,4,22,3.4,0.9868421052631579,0.7278627548076562,0.8562
ACC3d026fcfd3,17,4,21,3.4995670995670998,1.0,0.7585291661358358,0.8557
ACC2750e22745,17,4,20,3.308333333333333,0.9473684210526316,0.9094976690110648,0.8348
ACC5a9de142bb,17,4,21,3.375,0.9210526315789473,0.7057602193536754,0.816
ACC4fdcdf3e7f,17,4,18,3.4055555555555554,1.0,0.738058163754745,0.7815
ACC9c0d31d8e6,17,4,25,3.597222222222222,0.1842105263157895,0.7400132406927313,0.7794
ACC3be4634dbd,17,4,25,3.647979797979798,0.17105263157894735,0.6747116636538129,0.7692
ACC59afa0346b,17,4,21,3.388888888888889,0.3157894736842105,0.8779579698388696,0.7308
ACCc676f8f16d,17,3,22,2.742424242424242,0.9868421052631579,0.8187316357424886,0.7035
ACC78d4ebe3c3,17,3,21,2.659090909090909,0.9605263157894737,0.91809305749654,0.6892
ACC6a4083480c,17,3,19,2.682900432900433,0.9868421052631579,0.9564693745172945,0.6647
ACC44811ac59b,17,3,21,2.5999999999999996,0.8947368421052632,0.8746190360022411,0.661
ACC69d43a7710,17,3,20,2.675757575757576,1.0,0.6921788234928459,0.6337
ACC0c33e2b810,17,3,19,2.682900432900433,0.9868421052631579,0.6426508192766314,0.6019
ACC4f340e1dd4,17,3,17,2.5738095238095235,0.9605263157894737,0.8260473100343979,0.5816
ACCb588359b11,17,3,19,2.6083333333333334,0.9868421052631579,0.4518901981911222,0.5557
ACC14f0d2e4b2,17,3,21,2.5999999999999996,0.2894736842105263,0.8559959460968151,0.5362
ACCdaff324c76,17,3,22,2.731313131313131,0.09210526315789469,0.6564814021903316,0.491
ACC8bbd19525e,17,3,20,2.6416666666666666,0.14473684210526316,0.6715660143610093,0.4548
ACCfd1f1db4d5,17,2,19,1.8257575757575757,0.9210526315789473,0.7892649699607652,0.4257
ACCa77f7a25a8,17,3,17,2.583333333333333,0.9342105263157895,0.0,0.4121
ACCb22577421b,17,2,15,1.7916666666666665,0.0,0.7049019323759866,0.141
ACCfc8938d5d5,19,4,19,3.5047619047619043,1.0,0.719176566875459,0.9257
ACCfee292650b,19,4,19,3.3976190476190475,0.9851851851851852,0.7129485696087197,0.9131
ACC6f72e1ab6d,19,4,19,3.5047619047619043,0.9851851851851852,0.5967532066661246,0.8982
ACCbd03195fe0,19,4,18,3.5047619047619043,0.9777777777777777,0.5738612231790874,0.874
ACC4427e3916e,19,4,18,3.371031746031746,1.0,0.5953622007250722,0.8723
ACC903cbe261e,19,4,19,3.1654761904761903,0.4222222222222223,0.9681418571704502,0.8335
ACC2e5b725e17,19,3,20,2.6083333333333334,0.8962962962962963,0.7605077251170898,0.795
ACC75d9c75da9,19,3,17,2.6476190476190475,0.9111111111111111,0.897530023869662,0.7738
ACC9a8bc62f14,19,4,17,3.1476190476190475,0.8962962962962963,0.3580168441546092,0.7685
ACC13941d03e0,19,3,18,2.2904761904761903,0.962962962962963,0.8590057831403191,0.7669
ACCa4a903189c,19,3,20,2.6083333333333334,0.3111111111111111,0.9779385132981494,0.7214
ACC8698511c25,19,3,14,2.496031746031746,0.9481481481481482,0.9056757546604662,0.7166
ACC4e59703f64,19,4,16,3.371031746031746,0.07407407407407407,0.8453937964314471,0.7008
ACC6ff90fd947,19,4,13,3.1626984126984126,0.9851851851851852,0.2559848361805681,0.6944
ACC60f23eb92e,19,3,12,2.263888888888889,0.9851851851851852,0.9754131088929789,0.6835
ACC84085f8ce0,19,3,15,2.603174603174603,0.9925925925925926,0.5309486898976143,0.677
ACC8294daf5b8,19,4,20,3.46547619047619,0.051851851851851816,0.25626303736877887,0.6586
ACCe7c6f2ea28,19,2,17,1.6833333333333333,0.9407407407407408,0.9498004502619996,0.6486
ACC60c1b8c864,19,2,16,1.6833333333333333,0.9703703703703703,0.8534119521059431,0.617
ACC63a4709eb1,19,3,11,2.4126984126984126,1.0,0.4641521871779988,0.5776
ACC1b855047c3,19,3,17,2.6476190476190475,0.09629629629629632,0.5425536537486819,0.5399
ACC404882756f,19,3,12,2.3555555555555556,0.9851851851851852,0.0,0.4955
ACC4d37704d2d,19,1,14,0.9333333333333333,0.9777777777777777,0.652737883874585,0.417
ACC1deb6b1987,19,3,14,2.513888888888889,0.0,0.1585283104152967,0.3789
ACC6081583c42,19,2,9,1.657142857142857,0.9777777777777777,0.15961303009580496,0.3504
ACCfd5fbf8823,21,4,14,3.242424242424242,0.9927007299270073,0.8061024686336032,0.9357
ACC6fd0d304a7,21,4,12,3.2590909090909093,0.635036496350365,0.6449677625420727,0.7893
ACCfd47b995e8,21,3,15,2.5995670995670994,0.9416058394160584,0.8655852244295349,0.7878
ACCd346b2b791,21,3,14,2.5162337662337664,0.9817518248175182,0.8850629808878319,0.7683
ACCba70b8c2b9,21,3,14,2.409090909090909,0.9890510948905109,0.7871583493385473,0.7382
ACCa4be388095,21,4,15,3.209090909090909,0.007299270072992692,0.6108930012237768,0.7181
ACCc76f8055b6,21,3,14,2.432900432900433,0.9963503649635036,0.5764526516383832,0.7002
ACC53d0b75215,21,3,12,2.5090909090909093,0.9744525547445255,0.6971337598997885,0.684
ACCd94e4c984d,21,3,14,2.4571428571428573,0.9817518248175182,0.43418404771277974,0.6715
ACC26a6ec5313,21,3,12,2.5090909090909093,1.0,0.5449493348961725,0.6586
ACC71aacf0285,21,3,9,2.3833333333333333,0.948905109489051,0.618404490416298,0.5824
ACCee7022f626,21,4,9,3.1333333333333333,0.0,0.6090845641705711,0.5745
ACC74ce17ed35,21,3,13,2.432900432900433,0.9452554744525548,0.0,0.5524
ACCb263fa45ab,21,3,7,2.35,0.9963503649635036,0.5987666428090286,0.5398
ACC5d3692e52c,21,3,12,2.4404761904761902,0.12408759124087587,0.3737950449448879,0.4416
ACC8dd526c1e1,21,2,7,1.5238095238095237,0.9671532846715328,0.9911055791765416,0.4203
ACC04e5e59d41,21,2,6,1.4666666666666668,0.9671532846715328,0.9691829219256063,0.3873
ACCda5538eaf5,21,2,11,1.5757575757575757,0.9854014598540146,0.3204757983843902,0.3845
ACC618ae20121,21,2,6,1.55,0.9598540145985401,0.5864633415454164,0.3186
ACCd8e4710fd8,25,4,17,3.4233766233766234,0.9929824561403509,0.937984895098938,0.9558
ACCa390d8448f,25,4,18,3.414285714285714,1.0,0.7637768331175532,0.9414
ACC0b4d63072a,25,4,15,3.3714285714285714,1.0,0.8925454047717716,0.9027
ACC96fe48d035,25,4,17,3.5233766233766235,0.5929824561403509,0.6314458936267824,0.8249
ACCec1e353f00,25,4,15,3.182900432900433,0.7052631578947368,0.6296591636133565,0.7716
ACC14355753c7,25,4,17,3.4162337662337663,0.0491228070175439,0.8728220484347146,0.7532
ACCee0080adc8,25,3,16,2.6662337662337663,0.9964912280701754,0.8654244448802443,0.7433
ACC18491569c1,25,3,16,2.6142857142857143,0.9964912280701754,0.8396921162922979,0.7327
ACCb49e8ba8bf,25,3,17,2.6090909090909093,0.9929824561403509,0.6476298429612066,0.7131
ACC81ebc8d030,25,3,16,2.566233766233766,0.9964912280701754,0.7410957442371635,0.708
ACCd90cd14a80,25,3,14,2.432900432900433,0.9929824561403509,0.8972481606930045,0.6847
ACC1ee0e963f8,25,3,15,2.6142857142857143,0.9964912280701754,0.6631548052699441,0.6774
ACCe4c3a258af,25,3,12,2.5142857142857142,1.0,0.8852090301077539,0.6521
ACC696b039c63,25,3,17,2.6662337662337663,0.3649122807017544,0.9005281213645346,0.644
ACC3847382b68,25,3,13,2.4642857142857144,0.9964912280701754,0.7196962470239654,0.6331
ACC7b990fe1cd,25,3,10,2.3,1.0,0.8390619689613895,0.5806
ACCa1fc7476e1,25,3,10,2.2738095238095237,0.9894736842105263,0.7049324308135723,0.5489
ACC0ac513a146,25,2,12,1.7571428571428571,0.9894736842105263,0.8531930866371052,0.4649
ACCd82731a75c,25,3,14,2.5162337662337664,0.0,0.6384030263044637,0.443
ACCe987a30906,25,2,11,1.65,0.9929824561403509,0.7972196759483158,0.4232
ACC5bbec89e3f,25,2,8,1.6,1.0,0.8343048613076893,0.3669
ACCf31123b109,25,2,8,1.657142857142857,1.0,0.8029063091491049,0.3665
ACC0837f0b7c5,25,2,12,1.7662337662337662,0.9964912280701754,0.0,0.2966
ACC92321428ad,27,4,26,3.668813131313131,0.9931740614334471,0.9626912254422684,0.9912
ACC1add049824,27,4,26,3.668813131313131,0.9965870307167235,0.9259564370380362,0.9845
ACCd602626a8a,27,4,24,3.5999999999999996,0.9965870307167235,0.8480950498941654,0.9333
ACC5db9a3a1d4,27,4,26,3.5299242424242423,0.9897610921501706,0.684835717548047,0.9206
ACCe8f9f86efb,27,4,22,3.561868686868687,0.9965870307167235,0.9239242993455754,0.916
ACC6c0999eb84,27,4,22,3.62020202020202,0.9795221843003413,0.9066438612525285,0.9151
ACCb9ff88a2bc,27,4,25,3.634722222222222,0.9863481228668942,0.6554986956906347,0.9106
ACC63e44f9479,27,4,20,3.5902777777777777,0.9965870307167235,0.8706829209479021,0.8797
ACC56d8261498,27,4,20,3.5416666666666665,0.9863481228668942,0.905302209974147,0.8796
ACC569fed459a,27,4,22,3.481313131313131,0.9965870307167235,0.6712320341872943,0.8572
ACCd60f055ad5,27,4,22,3.485479797979798,0.9965870307167235,0.6263630001680791,0.8486
ACCf1f5309b23,27,4,20,3.4652777777777777,0.7269624573378839,0.8397940809081292,0.8067
ACC1cc20b565e,27,3,24,2.759722222222222,0.9931740614334471,0.9466710294604102,0.766
ACC155cba7433,27,4,20,3.5902777777777777,0.5767918088737201,0.5556355184128716,0.7327
ACC6be4e99c80,27,4,24,3.568813131313131,0.06825938566552903,0.7293650133771912,0.7207
ACCd6e04eae50,27,3,21,2.6555555555555554,0.9897610921501706,0.9080069359959608,0.704
ACC6229d1d47c,27,3,21,2.697222222222222,0.9795221843003413,0.8884851695656412,0.7023
ACC111bed5467,27,3,20,2.6597222222222223,0.9965870307167235,0.9513603276586099,0.7002
ACC0018876b95,27,3,21,2.7152777777777777,0.9897610921501706,0.8539781503435863,0.6993
ACCdbcf564e6c,27,3,25,2.745833333333333,1.0,0.23964754440718183,0.6388
ACC864fcaffc9,27,3,19,2.6597222222222223,0.9931740614334471,0.6438312054408875,0.6237
ACC0681299fdc,27,3,24,2.7041666666666666,0.1774744027303754,0.7317960614125592,0.5542
ACC13ca1d2d7f,27,3,19,2.686868686868687,0.5187713310580204,0.7238867350622991,0.5476
ACCa720cf42f7,27,3,19,2.701388888888889,0.9795221843003413,0.0,0.4965
ACC3a040902a8,27,2,19,1.8424242424242425,1.0,0.6994255853771996,0.4522
ACC9338d2a39e,27,2,16,1.822222222222222,0.9965870307167235,0.8612730842581626,0.439
ACC4da3cc2543,27,2,12,1.722222222222222,0.9965870307167235,0.6621402952760933,0.3317
ACCc301c065ea,27,2,15,1.797979797979798,0.40614334470989766,0.8865468069898204,0.3092
ACC0f11b0f47a,27,2,16,1.822222222222222,0.0,0.8951368029258705,0.2464
ACC9b095b3312,28,4,8,2.6333333333333333,0.9967213114754099,0.25225567637240975,0.8365
ACC7ac38d1cd2,28,4,6,2.716666666666667,0.9770491803278688,0.6228145553095149,0.7866
ACC08884b383f,28,4,7,2.716666666666667,0.032786885245901676,0.9974220841458173,0.7394
ACCfaf819152d,28,3,7,2.216666666666667,0.9770491803278688,0.8875301583104735,0.7262
ACC28c628b4cc,28,3,6,2.05,0.9967213114754099,0.935403377730773,0.6464
ACC02195bceb9,28,3,5,1.8,0.9967213114754099,0.35314142181974395,0.4233
ACC80fd33ec8d,28,2,5,1.4666666666666668,0.9967213114754099,0.5980599530687114,0.319
ACC5187de4cde,28,2,6,1.4666666666666668,0.9901639344262295,0.0,0.2647
ACC104b272eab,28,2,5,1.4666666666666668,0.9967213114754099,0.05844928446309927,0.211
ACCc2479887dc,28,2,5,1.4666666666666668,0.0,0.9955547476616978,0.1991
ACC52e3993676,29,4,14,2.9238095238095236,0.972636815920398,0.9664403019669076,0.9331
ACC9a6086eb55,29,4,15,3.280952380952381,0.9875621890547264,0.48639791363695595,0.8887
ACC60f236eb7a,29,4,14,3.357142857142857,0.1915422885572139,0.967544505249279,0.8118
ACC4f0c38fc0f,29,3,12,2.45,0.9875621890547264,0.7281939148047238,0.7439
ACCefd8fca862,29,3,10,2.380952380952381,0.9800995024875622,0.7677272981117307,0.7048
ACC7c3397da5d,29,3,12,2.5571428571428574,0.6965174129353233,0.7131709385682499,0.6913
ACCf8cdf9dea6,29,3,11,2.5142857142857142,1.0,0.5003312155816162,0.686
ACC978f43c259,29,4,10,3.073809523809524,0.9925373134328358,0.0,0.6758
ACC1799994f22,29,4,10,3.073809523809524,0.5522388059701493,0.3033653228409807,0.6485
ACC8485dde6d2,29,2,12,1.7000000000000002,0.9925373134328358,0.833405599926992,0.6393
ACCde4f824ba5,29,2,12,1.7571428571428571,0.9875621890547264,0.5434323741324039,0.5849
ACCc986e3c413,29,2,13,1.7571428571428571,0.9751243781094527,0.4024130837192217,0.5742
ACCfaf0fb8bb4,29,2,9,1.7000000000000002,0.9950248756218906,0.6822350854236542,0.5495
ACC3e61aace16,29,3,9,2.2,0.0,0.637351401343841,0.4482
ACC93a084fb5f,29,2,5,1.4166666666666665,0.9975124378109452,0.2714169806669082,0.3652
ACC5ae3edd8fe,29,1,6,0.8571428571428571,1.0,0.5815891355840861,0.3363
ACCa076a41050,31,4,18,3.4305555555555554,0.9892984542211652,0.9685298442515795,0.9867
ACCf594c8c0cd,31,4,15,3.4972222222222222,0.9916765755053508,0.9953463408166096,0.9574
ACC15d5f8d901,31,4,15,3.4972222222222222,0.9988109393579072,0.976340609267586,0.955
ACCc0dd0aa54b,31,4,17,3.46547619047619,0.9964328180737217,0.8390959740390558,0.9515
ACC5e97fcedcf,31,4,16,3.121031746031746,0.9892984542211652,0.9490641538243215,0.9336
ACC94cae2900c,31,4,15,3.396031746031746,0.9916765755053508,0.884521916579147,0.9279
ACC53989d2414,31,4,14,3.4138888888888888,0.9988109393579072,0.8647188268493597,0.9133
ACCb535c2cc0c,31,4,14,3.2142857142857144,0.9869203329369798,0.87224058196708,0.8979
ACCe7cb52ddef,31,4,17,3.46547619047619,0.6706302021403092,0.8934727451871359,0.8972
ACC2319dc708c,31,4,14,3.3988095238095237,0.6848989298454221,0.8761989967244296,0.8517
ACC133a0d7110,31,3,17,2.632142857142857,0.9916765755053508,0.8835052200141921,0.8321
ACCbce1928ee7,31,3,13,2.5654761904761902,0.9988109393579072,0.9598065438911939,0.7906
ACC728a11efd8,31,3,13,2.5654761904761902,0.9916765755053508,0.9532370045828342,0.7878
ACCaadb005615,31,3,17,2.6638888888888888,0.6920332936979786,0.9396079760387666,0.7857
ACCf2c4a5c863,31,3,15,2.4833333333333334,0.9940546967895363,0.7751190680696749,0.7734
ACC32b34e6525,31,3,13,2.5654761904761902,0.9988109393579072,0.8120215544516478,0.761
ACCf979cee926,31,3,12,2.4126984126984126,0.9964328180737217,0.9338316999794647,0.7604
ACC089b0bc1f0,31,3,14,2.646031746031746,0.6801426872770511,0.8486406254194961,0.7238
ACC6a3f0c4dd3,31,3,10,2.333333333333333,0.9916765755053508,0.9043340036236684,0.7211
ACC94492f1a0d,31,4,13,3.0238095238095237,0.9916765755053508,0.0,0.6972
ACC73ef7320c1,31,2,10,1.7083333333333333,0.9940546967895363,0.7684835484532649,0.5823
ACC824b8b9217,31,2,10,1.625,0.915576694411415,0.6769849525390206,0.5422
ACC6fe3821363,31,2,9,1.625,0.6896551724137931,0.90907108983118,0.5301
ACC272db0eaa2,31,1,3,0.75,0.7205707491082045,0.8557076124174825,0.3153
ACC996ee61149,31,1,3,0.75,0.32580261593341264,0.8915686596189816,0.2435
ACCba90a7ae1f,31,1,3,0.75,0.0,0.8517607903541173,0.1704
ACCab27e3598f,32,3,6,2.0,0.971830985915493,0.7246329693259965,0.9193
ACCd9f90aa415,32,3,5,2.083333333333333,1.0,0.0,0.7333
ACC6a47af5cef,32,2,4,1.4166666666666665,1.0,0.746884238573448,0.456
ACC1a5e3d43fa,32,2,3,1.4166666666666665,0.9765258215962441,0.861011215780564,0.4075
ACCad8b50cc80,32,2,3,1.25,0.9859154929577465,0.6876509667413204,0.3347
ACCe33f04d651,32,2,4,1.4166666666666665,1.0,0.12912445385968707,0.3325
ACC815bce9b53,32,2,3,1.4166666666666665,0.0,0.14930384428101595,0.0699
