precision_fixed,recall_fixed,total_cost_fixed,n_flagged_fixed,best_threshold,best_total_cost,best_n_flagged,b
1.0,1.0,7106.303351260149,31,0.5285064087406933,7106.303351260149,31,2563
1.0,1.0,1776.5758378150372,19,0.889069257965752,1776.5758378150372,19,2564
1.0,1.0,0.0,23,0.5285064087406933,0.0,23,2565
1.0,1.0,1776.5758378150372,26,0.5285064087406933,1776.5758378150372,26,2566
1.0,1.0,0.0,25,0.5285064087406933,0.0,25,2567
1.0,1.0,0.0,29,0.5285064087406933,0.0,29,2568
1.0,1.0,0.0,24,0.5285064087406933,0.0,24,2569
1.0,1.0,0.0,26,0.6875736669473631,0.0,26,2570
1.0,1.0,1776.5758378150372,21,0.6875736669473631,1776.5758378150372,21,2571
1.0,1.0,1776.5758378150372,34,0.5285064087406933,1776.5758378150372,34,2572
1.0,1.0,5329.727513445112,29,0.5285064087406933,5329.727513445112,29,2573
1.0,1.0,0.0,25,0.5285064087406933,0.0,25,2574
1.0,1.0,3553.1516756300744,26,0.5285064087406933,3553.1516756300744,26,2575
1.0,1.0,7106.303351260149,28,0.5285064087406933,7106.303351260149,28,2576
1.0,1.0,1776.5758378150372,32,0.6875736669473631,1776.5758378150372,32,2577
1.0,1.0,1776.5758378150372,23,0.5285064087406933,1776.5758378150372,23,2578
1.0,1.0,1776.5758378150372,27,0.5285064087406933,1776.5758378150372,27,2579
1.0,1.0,0.0,27,0.5285064087406933,0.0,27,2580
1.0,1.0,0.0,23,0.6875736669473631,0.0,23,2581
1.0,1.0,3553.1516756300744,33,0.889069257965752,3553.1516756300744,33,2582
1.0,1.0,0.0,23,0.5285064087406933,0.0,23,2583
1.0,1.0,1776.5758378150372,29,0.5285064087406933,1776.5758378150372,29,2584
1.0,1.0,3553.1516756300744,29,0.5285064087406933,3553.1516756300744,29,2585
1.0,1.0,0.0,24,0.6875736669473631,0.0,24,2586
1.0,1.0,1776.5758378150372,22,0.5285064087406933,1776.5758378150372,22,2587
1.0,1.0,0.0,26,0.6875736669473631,0.0,26,2588
1.0,1.0,3553.1516756300744,26,0.6875736669473631,3553.1516756300744,26,2589
1.0,1.0,1776.5758378150372,29,0.5285064087406933,1776.5758378150372,29,2590
1.0,1.0,3553.1516756300744,26,0.889069257965752,3553.1516756300744,26,2591
1.0,1.0,3553.1516756300744,28,0.5285064087406933,3553.1516756300744,28,2592
1.0,1.0,0.0,32,0.6875736669473631,0.0,32,2593
1.0,1.0,0.0,27,0.6875736669473631,0.0,27,2594
1.0,1.0,3553.1516756300744,23,0.5285064087406933,3553.1516756300744,23,2595
1.0,1.0,1776.5758378150372,23,0.926097564296077,1776.5758378150372,23,2596
1.0,1.0,3553.1516756300744,25,0.889069257965752,3553.1516756300744,25,2597
1.0,1.0,3553.1516756300744,25,0.889069257965752,3553.1516756300744,25,2598
1.0,1.0,0.0,22,0.5285064087406933,0.0,22,2599
1.0,1.0,0.0,30,0.5285064087406933,0.0,30,2600
1.0,1.0,1776.5758378150372,24,0.5285064087406933,1776.5758378150372,24,2601
1.0,1.0,0.0,23,0.889069257965752,0.0,23,2602
1.0,1.0,0.0,23,0.6875736669473631,0.0,23,2603
1.0,1.0,1776.5758378150372,19,0.5285064087406933,1776.5758378150372,19,2604
1.0,1.0,3553.1516756300744,27,0.5285064087406933,3553.1516756300744,27,2605
1.0,1.0,1776.5758378150372,25,0.5285064087406933,1776.5758378150372,25,2606
1.0,1.0,1776.5758378150372,28,0.5285064087406933,1776.5758378150372,28,2607
1.0,1.0,5329.727513445112,30,0.5285064087406933,5329.727513445112,30,2608
1.0,1.0,0.0,23,0.5285064087406933,0.0,23,2609
1.0,1.0,1776.5758378150372,21,0.5285064087406933,1776.5758378150372,21,2610
1.0,1.0,0.0,27,0.5285064087406933,0.0,27,2611
1.0,1.0,1776.5758378150372,21,0.5285064087406933,1776.5758378150372,21,2612
1.0,1.0,0.0,27,0.5285064087406933,0.0,27,2613
1.0,1.0,0.0,26,0.5285064087406933,0.0,26,2614
1.0,1.0,3553.1516756300744,35,0.5285064087406933,3553.1516756300744,35,2615
1.0,1.0,0.0,24,0.5285064087406933,0.0,24,2616
1.0,1.0,0.0,19,0.5285064087406933,0.0,19,2617
1.0,1.0,0.0,28,0.5285064087406933,0.0,28,2618
1.0,1.0,1776.5758378150372,27,0.5285064087406933,1776.5758378150372,27,2619
1.0,1.0,1776.5758378150372,25,0.5285064087406933,1776.5758378150372,25,2620
1.0,1.0,1776.5758378150372,29,0.6875736669473631,1776.5758378150372,29,2621
1.0,1.0,1776.5758378150372,35,0.5285064087406933,1776.5758378150372,35,2622
1.0,1.0,1776.5758378150372,22,0.5285064087406933,1776.5758378150372,22,2623
1.0,1.0,1776.5758378150372,24,0.6875736669473631,1776.5758378150372,24,2624
1.0,1.0,0.0,28,0.6875736669473631,0.0,28,2625
1.0,1.0,0.0,25,0.5285064087406933,0.0,25,2626
1.0,1.0,1776.5758378150372,27,0.6875736669473631,1776.5758378150372,27,2627
1.0,1.0,1776.5758378150372,28,0.5285064087406933,1776.5758378150372,28,2628
1.0,1.0,1776.5758378150372,31,0.5285064087406933,1776.5758378150372,31,2629
1.0,1.0,1776.5758378150372,23,0.5285064087406933,1776.5758378150372,23,2630
1.0,1.0,1776.5758378150372,21,0.5285064087406933,1776.5758378150372,21,2631
1.0,1.0,1776.5758378150372,21,0.5285064087406933,1776.5758378150372,21,2632
1.0,1.0,0.0,27,0.5285064087406933,0.0,27,2633
1.0,1.0,0.0,25,0.6875736669473631,0.0,25,2634
1.0,1.0,5329.727513445112,28,0.5285064087406933,5329.727513445112,28,2635
1.0,1.0,0.0,23,0.889069257965752,0.0,23,2636
1.0,1.0,0.0,21,0.5285064087406933,0.0,21,2637
1.0,1.0,1776.5758378150372,31,0.6875736669473631,1776.5758378150372,31,2638
1.0,1.0,5329.727513445112,32,0.5285064087406933,5329.727513445112,32,2639
1.0,1.0,1776.5758378150372,19,0.6875736669473631,1776.5758378150372,19,2640
1.0,1.0,1776.5758378150372,22,0.5285064087406933,1776.5758378150372,22,2641
1.0,1.0,0.0,30,0.5285064087406933,0.0,30,2642
1.0,1.0,1776.5758378150372,19,0.6875736669473631,1776.5758378150372,19,2643
1.0,1.0,3553.1516756300744,30,0.889069257965752,3553.1516756300744,30,2644
1.0,1.0,0.0,24,0.5285064087406933,0.0,24,2645
1.0,1.0,0.0,24,0.5285064087406933,0.0,24,2646
1.0,1.0,0.0,22,0.6875736669473631,0.0,22,2647
1.0,1.0,3553.1516756300744,19,0.6875736669473631,3553.1516756300744,19,2648
1.0,1.0,0.0,23,0.5285064087406933,0.0,23,2649
1.0,1.0,3553.1516756300744,30,0.6875736669473631,3553.1516756300744,30,2650
1.0,1.0,5329.727513445112,28,0.5285064087406933,5329.727513445112,28,2651
1.0,1.0,3553.1516756300744,24,0.5285064087406933,3553.1516756300744,24,2652
1.0,1.0,0.0,28,0.5285064087406933,0.0,28,2653
1.0,1.0,0.0,30,0.6875736669473631,0.0,30,2654
1.0,1.0,3553.1516756300744,29,0.5285064087406933,3553.1516756300744,29,2655
1.0,1.0,1776.5758378150372,24,0.6875736669473631,1776.5758378150372,24,2656
1.0,1.0,1776.5758378150372,27,0.5285064087406933,1776.5758378150372,27,2657
1.0,1.0,3553.1516756300744,33,0.5285064087406933,3553.1516756300744,33,2658
1.0,1.0,3553.1516756300744,26,0.5285064087406933,3553.1516756300744,26,2659
1.0,1.0,1776.5758378150372,28,0.5285064087406933,1776.5758378150372,28,2660
1.0,1.0,3553.1516756300744,28,0.5285064087406933,3553.1516756300744,28,2661
1.0,1.0,0.0,29,0.5285064087406933,0.0,29,2662
1.0,1.0,3553.1516756300744,23,0.5285064087406933,3553.1516756300744,23,2663
1.0,1.0,3553.1516756300744,31,0.5285064087406933,3553.1516756300744,31,2664
1.0,1.0,3553.1516756300744,25,0.6875736669473631,3553.1516756300744,25,2665
1.0,1.0,0.0,23,0.5285064087406933,0.0,23,2666
1.0,1.0,5329.727513445112,22,0.6875736669473631,5329.727513445112,22,2667
1.0,1.0,0.0,25,0.5285064087406933,0.0,25,2668
1.0,1.0,1776.5758378150372,27,0.5285064087406933,1776.5758378150372,27,2669
1.0,1.0,1776.5758378150372,27,0.5285064087406933,1776.5758378150372,27,2670
1.0,1.0,1776.5758378150372,28,0.6875736669473631,1776.5758378150372,28,2671
1.0,1.0,1776.5758378150372,22,0.5285064087406933,1776.5758378150372,22,2672
1.0,1.0,1776.5758378150372,29,0.5285064087406933,1776.5758378150372,29,2673
1.0,1.0,0.0,27,0.5285064087406933,0.0,27,2674
1.0,1.0,5329.727513445112,28,0.5285064087406933,5329.727513445112,28,2675
1.0,1.0,1776.5758378150372,18,0.6875736669473631,1776.5758378150372,18,2676
1.0,1.0,5329.727513445112,21,0.5285064087406933,5329.727513445112,21,2677
1.0,1.0,1776.5758378150372,24,0.6875736669473631,1776.5758378150372,24,2678
1.0,1.0,0.0,22,0.6875736669473631,0.0,22,2679
1.0,1.0,0.0,19,0.6875736669473631,0.0,19,2680
1.0,1.0,0.0,27,0.5285064087406933,0.0,27,2681
1.0,1.0,1776.5758378150372,21,0.5285064087406933,1776.5758378150372,21,2682
1.0,1.0,0.0,23,0.5285064087406933,0.0,23,2683
1.0,1.0,1776.5758378150372,25,0.5285064087406933,1776.5758378150372,25,2684
1.0,1.0,0.0,32,0.5285064087406933,0.0,32,2685
1.0,1.0,1776.5758378150372,22,0.5285064087406933,1776.5758378150372,22,2686
1.0,1.0,1776.5758378150372,28,0.5285064087406933,1776.5758378150372,28,2687
1.0,1.0,0.0,24,0.926097564296077,0.0,24,2688
1.0,1.0,3553.1516756300744,24,0.5285064087406933,3553.1516756300744,24,2689
1.0,1.0,0.0,26,0.5285064087406933,0.0,26,2690
1.0,1.0,3553.1516756300744,26,0.5285064087406933,3553.1516756300744,26,2691
1.0,1.0,3553.1516756300744,26,0.5285064087406933,3553.1516756300744,26,2692
1.0,1.0,0.0,21,0.5285064087406933,0.0,21,2693
1.0,1.0,0.0,25,0.5285064087406933,0.0,25,2694
1.0,1.0,1776.5758378150372,23,0.6875736669473631,1776.5758378150372,23,2695
1.0,1.0,0.0,25,0.5285064087406933,0.0,25,2696
1.0,1.0,1776.5758378150372,23,0.5285064087406933,1776.5758378150372,23,2697
1.0,1.0,3553.1516756300744,26,0.5285064087406933,3553.1516756300744,26,2698
1.0,1.0,0.0,22,0.6875736669473631,0.0,22,2699
1.0,1.0,0.0,23,0.6875736669473631,0.0,23,2700
1.0,1.0,1776.5758378150372,30,0.5285064087406933,1776.5758378150372,30,2701
1.0,1.0,1776.5758378150372,24,0.5285064087406933,1776.5758378150372,24,2702
1.0,1.0,0.0,24,0.5285064087406933,0.0,24,2703
1.0,1.0,1776.5758378150372,26,0.5285064087406933,1776.5758378150372,26,2704
1.0,1.0,1776.5758378150372,19,0.926097564296077,1776.5758378150372,19,2705
1.0,1.0,1776.5758378150372,28,0.5285064087406933,1776.5758378150372,28,2706
1.0,1.0,1776.5758378150372,30,0.5285064087406933,1776.5758378150372,30,2707
1.0,1.0,1776.5758378150372,26,0.5285064087406933,1776.5758378150372,26,2708
1.0,1.0,0.0,23,0.6875736669473631,0.0,23,2709
1.0,1.0,5329.727513445112,28,0.5285064087406933,5329.727513445112,28,2710
1.0,1.0,0.0,31,0.5285064087406933,0.0,31,2711
1.0,1.0,1776.5758378150372,27,0.6875736669473631,1776.5758378150372,27,2712
1.0,1.0,0.0,35,0.5285064087406933,0.0,35,2713
1.0,1.0,0.0,17,0.6875736669473631,0.0,17,2714
1.0,1.0,0.0,24,0.6875736669473631,0.0,24,2715
1.0,1.0,3553.1516756300744,25,0.5285064087406933,3553.1516756300744,25,2716
1.0,1.0,3553.1516756300744,27,0.5285064087406933,3553.1516756300744,27,2717
1.0,1.0,1776.5758378150372,22,0.6875736669473631,1776.5758378150372,22,2718
1.0,1.0,0.0,33,0.5285064087406933,0.0,33,2719
1.0,1.0,0.0,21,0.5285064087406933,0.0,21,2720
1.0,1.0,0.0,27,0.5285064087406933,0.0,27,2721
1.0,1.0,0.0,31,0.5285064087406933,0.0,31,2722
1.0,1.0,0.0,28,0.6875736669473631,0.0,28,2723
1.0,1.0,1776.5758378150372,26,0.5285064087406933,1776.5758378150372,26,2724
1.0,1.0,3553.1516756300744,27,0.5285064087406933,3553.1516756300744,27,2725
1.0,1.0,5329.727513445112,34,0.5285064087406933,5329.727513445112,34,2726
1.0,1.0,0.0,23,0.6875736669473631,0.0,23,2727
1.0,1.0,0.0,27,0.5285064087406933,0.0,27,2728
1.0,1.0,3553.1516756300744,23,0.889069257965752,3553.1516756300744,23,2729
1.0,1.0,1776.5758378150372,29,0.5285064087406933,1776.5758378150372,29,2730
1.0,1.0,7106.303351260149,23,0.889069257965752,7106.303351260149,23,2731
1.0,1.0,1776.5758378150372,32,0.889069257965752,1776.5758378150372,32,2732
1.0,1.0,1776.5758378150372,26,0.5285064087406933,1776.5758378150372,26,2733
1.0,1.0,0.0,26,0.889069257965752,0.0,26,2734
1.0,1.0,1776.5758378150372,26,0.5285064087406933,1776.5758378150372,26,2735
1.0,1.0,0.0,25,0.5285064087406933,0.0,25,2736
1.0,1.0,0.0,29,0.5285064087406933,0.0,29,2737
1.0,1.0,1776.5758378150372,21,0.889069257965752,1776.5758378150372,21,2738
1.0,1.0,1776.5758378150372,30,0.926097564296077,1776.5758378150372,30,2739
1.0,1.0,3553.1516756300744,25,0.889069257965752,3553.1516756300744,25,2740
1.0,1.0,1776.5758378150372,26,0.6875736669473631,1776.5758378150372,26,2741
1.0,1.0,3553.1516756300744,26,0.5285064087406933,3553.1516756300744,26,2742
1.0,1.0,1776.5758378150372,28,0.6875736669473631,1776.5758378150372,28,2743
1.0,1.0,5329.727513445112,30,0.5285064087406933,5329.727513445112,30,2744
1.0,1.0,1776.5758378150372,20,0.6875736669473631,1776.5758378150372,20,2745
1.0,1.0,1776.5758378150372,32,0.5285064087406933,1776.5758378150372,32,2746
1.0,1.0,1776.5758378150372,21,0.5285064087406933,1776.5758378150372,21,2747
1.0,1.0,0.0,24,0.5285064087406933,0.0,24,2748
1.0,1.0,1776.5758378150372,24,0.5285064087406933,1776.5758378150372,24,2749
1.0,1.0,0.0,29,0.5285064087406933,0.0,29,2750
1.0,1.0,3553.1516756300744,26,0.6875736669473631,3553.1516756300744,26,2751
1.0,1.0,0.0,30,0.5285064087406933,0.0,30,2752
1.0,1.0,1776.5758378150372,19,0.6875736669473631,1776.5758378150372,19,2753
1.0,1.0,0.0,28,0.5285064087406933,0.0,28,2754
1.0,1.0,3553.1516756300744,22,0.926097564296077,3553.1516756300744,22,2755
1.0,1.0,0.0,32,0.6875736669473631,0.0,32,2756
1.0,1.0,1776.5758378150372,25,0.889069257965752,1776.5758378150372,25,2757
1.0,1.0,1776.5758378150372,25,0.5285064087406933,1776.5758378150372,25,2758
1.0,1.0,1776.5758378150372,20,0.5285064087406933,1776.5758378150372,20,2759
1.0,1.0,0.0,32,0.889069257965752,0.0,32,2760
1.0,1.0,1776.5758378150372,25,0.5285064087406933,1776.5758378150372,25,2761
1.0,1.0,1776.5758378150372,28,0.889069257965752,1776.5758378150372,28,2762
1.0,1.0,5329.727513445112,24,0.5285064087406933,5329.727513445112,24,2763
1.0,1.0,1776.5758378150372,28,0.5285064087406933,1776.5758378150372,28,2764
1.0,1.0,3553.1516756300744,21,0.9469338323659244,3553.1516756300744,21,2765
1.0,1.0,3553.1516756300744,29,0.6875736669473631,3553.1516756300744,29,2766
1.0,1.0,1776.5758378150372,31,0.6875736669473631,1776.5758378150372,31,2767
1.0,1.0,1776.5758378150372,31,0.6875736669473631,1776.5758378150372,31,2768
1.0,1.0,1776.5758378150372,26,0.6875736669473631,1776.5758378150372,26,2769
1.0,1.0,0.0,24,0.6875736669473631,0.0,24,2770
1.0,1.0,0.0,25,0.5285064087406933,0.0,25,2771
1.0,1.0,0.0,24,0.6875736669473631,0.0,24,2772
1.0,1.0,0.0,30,0.889069257965752,0.0,30,2773
1.0,1.0,1776.5758378150372,25,0.889069257965752,1776.5758378150372,25,2774
1.0,1.0,1776.5758378150372,33,0.5285064087406933,1776.5758378150372,33,2775
1.0,1.0,3553.1516756300744,31,0.6875736669473631,3553.1516756300744,31,2776
1.0,1.0,0.0,27,0.5285064087406933,0.0,27,2777
1.0,1.0,0.0,29,0.889069257965752,0.0,29,2778
1.0,1.0,1776.5758378150372,26,0.6875736669473631,1776.5758378150372,26,2779
1.0,1.0,0.0,18,0.6875736669473631,0.0,18,2780
1.0,1.0,3553.1516756300744,20,0.5285064087406933,3553.1516756300744,20,2781
1.0,1.0,1776.5758378150372,21,0.5285064087406933,1776.5758378150372,21,2782
1.0,1.0,1776.5758378150372,31,0.6875736669473631,1776.5758378150372,31,2783
1.0,1.0,1776.5758378150372,24,0.6875736669473631,1776.5758378150372,24,2784
1.0,1.0,1776.5758378150372,28,0.6875736669473631,1776.5758378150372,28,2785
1.0,1.0,0.0,30,0.5285064087406933,0.0,30,2786
1.0,1.0,0.0,22,0.5285064087406933,0.0,22,2787
1.0,1.0,1776.5758378150372,27,0.5285064087406933,1776.5758378150372,27,2788
1.0,1.0,1776.5758378150372,23,0.5285064087406933,1776.5758378150372,23,2789
1.0,1.0,3553.1516756300744,20,0.889069257965752,3553.1516756300744,20,2790
1.0,1.0,1776.5758378150372,21,0.6875736669473631,1776.5758378150372,21,2791
1.0,1.0,3553.1516756300744,30,0.6875736669473631,3553.1516756300744,30,2792
1.0,1.0,3553.1516756300744,27,0.5285064087406933,3553.1516756300744,27,2793
1.0,1.0,0.0,20,0.5285064087406933,0.0,20,2794
1.0,1.0,0.0,23,0.5285064087406933,0.0,23,2795
1.0,1.0,3553.1516756300744,30,0.5285064087406933,3553.1516756300744,30,2796
1.0,1.0,1776.5758378150372,26,0.5285064087406933,1776.5758378150372,26,2797
1.0,1.0,1776.5758378150372,21,0.5285064087406933,1776.5758378150372,21,2798
1.0,1.0,3553.1516756300744,25,0.5285064087406933,3553.1516756300744,25,2799
1.0,1.0,1776.5758378150372,26,0.6875736669473631,1776.5758378150372,26,2800
1.0,1.0,1776.5758378150372,27,0.5285064087406933,1776.5758378150372,27,2801
1.0,1.0,0.0,27,0.5285064087406933,0.0,27,2802
1.0,1.0,0.0,24,0.5285064087406933,0.0,24,2803
1.0,1.0,0.0,30,0.5285064087406933,0.0,30,2804
1.0,1.0,3553.1516756300744,22,0.5285064087406933,3553.1516756300744,22,2805
1.0,1.0,1776.5758378150372,29,0.5285064087406933,1776.5758378150372,29,2806
1.0,1.0,0.0,31,0.889069257965752,0.0,31,2807
1.0,1.0,1776.5758378150372,23,0.5285064087406933,1776.5758378150372,23,2808
1.0,1.0,0.0,25,0.5285064087406933,0.0,25,2809
1.0,1.0,1776.5758378150372,29,0.6875736669473631,1776.5758378150372,29,2810
1.0,1.0,3553.1516756300744,27,0.5285064087406933,3553.1516756300744,27,2811
1.0,1.0,3553.1516756300744,21,0.6875736669473631,3553.1516756300744,21,2812
1.0,1.0,0.0,31,0.5285064087406933,0.0,31,2813
1.0,1.0,5329.727513445112,34,0.6875736669473631,5329.727513445112,34,2814
1.0,1.0,1776.5758378150372,29,0.5285064087406933,1776.5758378150372,29,2815
1.0,1.0,0.0,25,0.5285064087406933,0.0,25,2816
1.0,1.0,0.0,26,0.5285064087406933,0.0,26,2817
1.0,1.0,5329.727513445112,29,0.889069257965752,5329.727513445112,29,2818
1.0,1.0,0.0,29,0.5285064087406933,0.0,29,2819
1.0,1.0,1776.5758378150372,27,0.889069257965752,1776.5758378150372,27,2820
1.0,1.0,0.0,27,0.5285064087406933,0.0,27,2821
1.0,1.0,0.0,26,0.5285064087406933,0.0,26,2822
1.0,1.0,1776.5758378150372,27,0.6875736669473631,1776.5758378150372,27,2823
1.0,1.0,1776.5758378150372,25,0.5285064087406933,1776.5758378150372,25,2824
1.0,1.0,7106.303351260149,24,0.5285064087406933,7106.303351260149,24,2825
1.0,1.0,1776.5758378150372,24,0.5285064087406933,1776.5758378150372,24,2826
1.0,1.0,1776.5758378150372,21,0.6875736669473631,1776.5758378150372,21,2827
1.0,1.0,1776.5758378150372,27,0.9469338323659244,1776.5758378150372,27,2828
1.0,1.0,1776.5758378150372,27,0.5285064087406933,1776.5758378150372,27,2829
1.0,1.0,0.0,31,0.5285064087406933,0.0,31,2830
1.0,1.0,0.0,27,0.6875736669473631,0.0,27,2831
1.0,1.0,1776.5758378150372,24,0.889069257965752,1776.5758378150372,24,2832
1.0,1.0,1776.5758378150372,28,0.6875736669473631,1776.5758378150372,28,2833
1.0,1.0,0.0,30,0.889069257965752,0.0,30,2834
1.0,1.0,1776.5758378150372,24,0.5285064087406933,1776.5758378150372,24,2835
1.0,1.0,0.0,26,0.6875736669473631,0.0,26,2836
1.0,1.0,5329.727513445112,27,0.5285064087406933,5329.727513445112,27,2837
1.0,1.0,1776.5758378150372,25,0.5285064087406933,1776.5758378150372,25,2838
1.0,1.0,3553.1516756300744,31,0.5285064087406933,3553.1516756300744,31,2839
1.0,1.0,3553.1516756300744,22,0.5285064087406933,3553.1516756300744,22,2840
1.0,1.0,7106.303351260149,25,0.6875736669473631,7106.303351260149,25,2841
1.0,1.0,1776.5758378150372,22,0.889069257965752,1776.5758378150372,22,2842
1.0,1.0,0.0,26,0.5285064087406933,0.0,26,2843
1.0,1.0,0.0,27,0.5285064087406933,0.0,27,2844
1.0,1.0,3553.1516756300744,24,0.889069257965752,3553.1516756300744,24,2845
1.0,1.0,0.0,27,0.5285064087406933,0.0,27,2846
1.0,1.0,5329.727513445112,20,0.6875736669473631,5329.727513445112,20,2847
1.0,1.0,1776.5758378150372,20,0.5285064087406933,1776.5758378150372,20,2848
1.0,1.0,0.0,21,0.5285064087406933,0.0,21,2849
1.0,1.0,0.0,30,0.5285064087406933,0.0,30,2850
1.0,1.0,3553.1516756300744,28,0.5285064087406933,3553.1516756300744,28,2851
1.0,1.0,1776.5758378150372,22,0.5285064087406933,1776.5758378150372,22,2852
1.0,1.0,0.0,29,0.5285064087406933,0.0,29,2853
1.0,1.0,1776.5758378150372,22,0.966404119205896,1776.5758378150372,22,2854
1.0,1.0,0.0,26,0.6875736669473631,0.0,26,2855
1.0,1.0,0.0,23,0.6875736669473631,0.0,23,2856
1.0,1.0,3553.1516756300744,21,0.6875736669473631,3553.1516756300744,21,2857
1.0,1.0,1776.5758378150372,30,0.6875736669473631,1776.5758378150372,30,2858
1.0,1.0,1776.5758378150372,22,0.6875736669473631,1776.5758378150372,22,2859
1.0,1.0,1776.5758378150372,22,0.889069257965752,1776.5758378150372,22,2860
1.0,1.0,0.0,25,0.6875736669473631,0.0,25,2861
1.0,1.0,0.0,25,0.5285064087406933,0.0,25,2862
1.0,1.0,1776.5758378150372,23,0.5285064087406933,1776.5758378150372,23,2863
1.0,1.0,0.0,30,0.5285064087406933,0.0,30,2864
1.0,1.0,0.0,32,0.5285064087406933,0.0,32,2865
1.0,1.0,1776.5758378150372,26,0.5285064087406933,1776.5758378150372,26,2866
1.0,1.0,1776.5758378150372,23,0.5285064087406933,1776.5758378150372,23,2867
1.0,1.0,1776.5758378150372,30,0.5285064087406933,1776.5758378150372,30,2868
1.0,1.0,3553.1516756300744,16,0.889069257965752,3553.1516756300744,16,2869
1.0,1.0,1776.5758378150372,27,0.5285064087406933,1776.5758378150372,27,2870
1.0,1.0,1776.5758378150372,26,0.5285064087406933,1776.5758378150372,26,2871
1.0,1.0,3553.1516756300744,26,0.6875736669473631,3553.1516756300744,26,2872
1.0,1.0,1776.5758378150372,22,0.5285064087406933,1776.5758378150372,22,2873
1.0,1.0,0.0,30,0.5285064087406933,0.0,30,2874
1.0,1.0,0.0,21,0.5285064087406933,0.0,21,2875
1.0,1.0,5329.727513445112,29,0.5285064087406933,5329.727513445112,29,2876
1.0,1.0,1776.5758378150372,29,0.5285064087406933,1776.5758378150372,29,2877
1.0,1.0,0.0,23,0.5285064087406933,0.0,23,2878
1.0,1.0,1776.5758378150372,34,0.5285064087406933,1776.5758378150372,34,2879
1.0,1.0,1776.5758378150372,25,0.5285064087406933,1776.5758378150372,25,2880
1.0,1.0,3553.1516756300744,18,0.6875736669473631,3553.1516756300744,18,2881
1.0,1.0,3553.1516756300744,25,0.889069257965752,3553.1516756300744,25,2882
1.0,1.0,3553.1516756300744,30,0.5285064087406933,3553.1516756300744,30,2883
1.0,1.0,1776.5758378150372,25,0.5285064087406933,1776.5758378150372,25,2884
1.0,1.0,1776.5758378150372,24,0.5285064087406933,1776.5758378150372,24,2885
1.0,1.0,1776.5758378150372,27,0.6875736669473631,1776.5758378150372,27,2886
1.0,1.0,3553.1516756300744,28,0.6875736669473631,3553.1516756300744,28,2887
1.0,1.0,1776.5758378150372,21,0.5285064087406933,1776.5758378150372,21,2888
1.0,1.0,1776.5758378150372,34,0.6875736669473631,1776.5758378150372,34,2889
1.0,1.0,0.0,31,0.5285064087406933,0.0,31,2890
1.0,1.0,3553.1516756300744,29,0.5285064087406933,3553.1516756300744,29,2891
1.0,1.0,0.0,20,0.6875736669473631,0.0,20,2892
1.0,1.0,0.0,26,0.5285064087406933,0.0,26,2893
1.0,1.0,1776.5758378150372,26,0.6875736669473631,1776.5758378150372,26,2894
1.0,1.0,0.0,27,0.5285064087406933,0.0,27,2895
1.0,1.0,1776.5758378150372,28,0.5285064087406933,1776.5758378150372,28,2896
1.0,1.0,0.0,26,0.5285064087406933,0.0,26,2897
1.0,1.0,1776.5758378150372,26,0.5285064087406933,1776.5758378150372,26,2898
1.0,1.0,0.0,34,0.889069257965752,0.0,34,2899
1.0,1.0,0.0,21,0.889069257965752,0.0,21,2900
1.0,1.0,3553.1516756300744,21,0.5285064087406933,3553.1516756300744,21,2901
1.0,1.0,3553.1516756300744,34,0.5285064087406933,3553.1516756300744,34,2902
1.0,1.0,1776.5758378150372,24,0.5285064087406933,1776.5758378150372,24,2903
1.0,1.0,1776.5758378150372,21,0.6875736669473631,1776.5758378150372,21,2904
1.0,1.0,0.0,23,0.5285064087406933,0.0,23,2905
1.0,1.0,5329.727513445112,28,0.5285064087406933,5329.727513445112,28,2906
1.0,1.0,0.0,22,0.5285064087406933,0.0,22,2907
1.0,1.0,0.0,26,0.6875736669473631,0.0,26,2908
1.0,1.0,1776.5758378150372,20,0.5285064087406933,1776.5758378150372,20,2909
1.0,1.0,0.0,22,0.5285064087406933,0.0,22,2910
1.0,1.0,1776.5758378150372,22,0.5285064087406933,1776.5758378150372,22,2911
1.0,1.0,1776.5758378150372,22,0.889069257965752,1776.5758378150372,22,2912
1.0,1.0,0.0,34,0.5285064087406933,0.0,34,2913
1.0,1.0,3553.1516756300744,28,0.6875736669473631,3553.1516756300744,28,2914
1.0,1.0,0.0,30,0.889069257965752,0.0,30,2915
1.0,1.0,3553.1516756300744,37,0.5285064087406933,3553.1516756300744,37,2916
1.0,1.0,5329.727513445112,22,0.6875736669473631,5329.727513445112,22,2917
1.0,1.0,1776.5758378150372,33,0.6875736669473631,1776.5758378150372,33,2918
1.0,1.0,1776.5758378150372,18,0.889069257965752,1776.5758378150372,18,2919
1.0,1.0,7106.303351260149,31,0.5285064087406933,7106.303351260149,31,2920
1.0,1.0,1776.5758378150372,24,0.5285064087406933,1776.5758378150372,24,2921
1.0,1.0,0.0,27,0.5285064087406933,0.0,27,2922
1.0,1.0,3553.1516756300744,27,0.5285064087406933,3553.1516756300744,27,2923
1.0,1.0,1776.5758378150372,27,0.5285064087406933,1776.5758378150372,27,2924
1.0,1.0,3553.1516756300744,29,0.5285064087406933,3553.1516756300744,29,2925
1.0,1.0,0.0,22,0.5285064087406933,0.0,22,2926
1.0,1.0,3553.1516756300744,26,0.6875736669473631,3553.1516756300744,26,2927
